trade,equity
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
1,9949.22
1,9949.22
1,9949.22
1,9949.22
1,9949.22
2,9948.44
2,9948.44
2,9948.44
2,9948.44
2,9948.44
2,9948.44
2,9948.44
3,9947.68
3,9947.68
3,9947.68
4,9946.86
4,9946.86
4,9946.86
4,9946.86
4,9946.86
4,9946.86
4,9946.86
4,9946.86
4,9946.86
4,9946.86
5,9945.99
5,9945.99
6,9895.44
6,9895.44
6,9895.44
7,9894.62
7,9894.62
7,9894.62
7,9894.62
7,9894.62
7,9894.62
8,9893.84
8,9893.84
8,9893.84
8,9893.84
9,9893.02
9,9893.02
9,9893.02
9,9893.02
9,9893.02
9,9893.02
9,9893.02
9,9893.02
9,9893.02
9,9893.02
9,9893.02
9,9893.02
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
10,9842.75
11,9841.93
11,9841.93
12,9791.91
12,9791.91
12,9791.91
12,9791.91
12,9791.91
12,9791.91
12,9791.91
12,9791.91
12,9791.91
13,9791.12
13,9791.12
13,9791.12
14,9741.36
14,9741.36
14,9741.36
14,9741.36
14,9741.36
14,9741.36
14,9741.36
14,9741.36
14,9741.36
14,9741.36
14,9741.36
14,9741.36
14,9741.36
14,9741.36
14,9741.36
14,9741.36
14,9741.36
14,9741.36
15,9740.49
15,9740.49
15,9740.49
15,9740.49
15,9740.49
15,9740.49
15,9740.49
15,9740.49
16,9739.74
16,9739.74
16,9739.74
16,9739.74
16,9739.74
16,9739.74
16,9739.74
16,9739.74
16,9739.74
16,9739.74
17,9738.88
18,9689.35
18,9689.35
18,9689.35
18,9689.35
18,9689.35
18,9689.35
19,9688.51
19,9688.51
19,9688.51
19,9688.51
19,9688.51
19,9688.51
19,9688.51
19,9688.51
19,9688.51
19,9688.51
19,9688.51
20,9639.31
20,9639.31
20,9639.31
20,9639.31
20,9639.31
21,9638.55
21,9638.55
22,9637.78
22,9637.78
23,9637.04
23,9637.04
23,9637.04
23,9637.04
24,9636.31
24,9636.31
25,9635.55
25,9635.55
26,9634.81
26,9634.81
26,9634.81
26,9634.81
26,9634.81
26,9634.81
27,9634.11
27,9634.11
27,9634.11
27,9634.11
27,9634.11
28,9633.39
28,9633.39
28,9633.39
28,9633.39
29,9632.65
29,9632.65
29,9632.65
29,9632.65
29,9632.65
29,9632.65
29,9632.65
29,9632.65
29,9632.65
29,9632.65
29,9632.65
29,9632.65
29,9632.65
29,9632.65
29,9632.65
29,9632.65
29,9632.65
30,9631.88
30,9631.88
30,9631.88
30,9631.88
31,9631.11
31,9631.11
31,9631.11
31,9631.11
31,9631.11
31,9631.11
31,9631.11
32,9630.29
32,9630.29
32,9630.29
32,9630.29
32,9630.29
32,9630.29
32,9630.29
32,9630.29
32,9630.29
32,9630.29
32,9630.29
32,9630.29
32,9630.29
32,9630.29
32,9630.29
32,9630.29
32,9630.29
33,9629.53
33,9629.53
33,9629.53
33,9629.53
34,9628.72
34,9628.72
34,9628.72
34,9628.72
34,9628.72
34,9628.72
34,9628.72
35,9579.72
35,9579.72
35,9579.72
35,9579.72
35,9579.72
35,9579.72
36,9578.86
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
37,9577.98
38,9529.1
38,9529.1
38,9529.1
38,9529.1
39,9480.51
39,9480.51
39,9480.51
40,9432.25
40,9432.25
40,9432.25
40,9432.25
40,9432.25
40,9432.25
40,9432.25
40,9432.25
41,9431.48
41,9431.48
41,9431.48
42,9430.66
42,9430.66
42,9430.66
42,9430.66
42,9430.66
42,9430.66
42,9430.66
42,9430.66
43,9382.74
43,9382.74
43,9382.74
43,9382.74
43,9382.74
44,9335.11
44,9335.11
44,9335.11
44,9335.11
44,9335.11
44,9335.11
45,9287.7
45,9287.7
45,9287.7
45,9287.7
45,9287.7
46,9286.98
46,9286.98
46,9286.98
46,9286.98
46,9286.98
46,9286.98
46,9286.98
46,9286.98
46,9286.98
47,9286.18
47,9286.18
48,9285.33
48,9285.33
48,9285.33
48,9285.33
48,9285.33
48,9285.33
49,9238.07
49,9238.07
49,9238.07
49,9238.07
49,9238.07
49,9238.07
50,9237.23
50,9237.23
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
51,9236.38
52,9235.65
52,9235.65
52,9235.65
52,9235.65
52,9235.65
52,9235.65
52,9235.65
52,9235.65
