rank,PF(avg),return%(avg),maxDD%(avg),trades(total),KTP,KSL,TREND,RSI_UP,RSI_DN
2197,0.00,-0.21,0.21,26,1.3,1.0,250,60,40
2198,0.00,-0.21,0.21,26,1.3,1.0,100,60,40
2199,0.00,-0.21,0.21,26,1.3,1.0,150,60,40
2200,0.00,-0.21,0.21,26,1.4,1.0,50,60,40
2201,0.00,-0.21,0.21,26,1.4,1.0,200,60,40
2202,0.00,-0.21,0.21,26,1.4,1.0,250,60,40
2203,0.00,-0.21,0.21,26,1.4,1.0,100,60,40
2204,0.00,-0.21,0.21,26,1.4,1.0,150,60,40
2205,0.00,-0.21,0.21,26,1.5,1.0,50,60,40
2206,0.00,-0.21,0.21,26,1.5,1.0,200,60,40
2207,0.00,-0.21,0.21,26,1.5,1.0,250,60,40
2208,0.00,-0.21,0.21,26,1.5,1.0,100,60,40
2209,0.00,-0.21,0.21,26,1.5,1.0,150,60,40
2210,0.00,-0.21,0.21,26,1.6,1.0,50,60,40
2211,0.00,-0.21,0.21,26,1.6,1.0,200,60,40
2212,0.00,-0.21,0.21,26,1.6,1.0,250,60,40
2213,0.00,-0.21,0.21,26,1.6,1.0,100,60,40
2214,0.00,-0.21,0.21,26,1.6,1.0,150,60,40
2215,0.00,-0.24,0.24,32,1.3,1.0,20,52,48
2216,0.00,-0.24,0.24,32,1.3,1.0,20,52,48
2217,0.00,-0.24,0.24,32,1.3,1.1,20,52,48
2218,0.00,-0.24,0.24,32,1.3,1.1,20,52,48
2219,0.00,-0.24,0.24,32,1.4,1.0,20,52,48
2220,0.00,-0.24,0.24,32,1.4,1.0,20,52,48
2221,0.00,-0.24,0.24,32,1.4,1.1,20,52,48
2222,0.00,-0.24,0.24,32,1.4,1.1,20,52,48
2223,0.00,-0.24,0.24,32,1.5,1.0,20,52,48
2224,0.00,-0.24,0.24,32,1.5,1.0,20,52,48
2225,0.00,-0.24,0.24,32,1.5,1.1,20,52,48
2226,0.00,-0.24,0.24,32,1.5,1.1,20,52,48
2227,0.00,-0.24,0.24,32,1.6,1.0,20,52,48
2228,0.00,-0.24,0.24,32,1.6,1.0,20,52,48
2229,0.00,-0.24,0.24,32,1.6,1.1,20,52,48
2230,0.00,-0.24,0.24,32,1.6,1.1,20,52,48
2231,0.00,-0.27,0.27,49,1.3,1.1,50,52,48
2232,0.00,-0.27,0.27,49,1.3,1.1,50,52,48
2233,0.00,-0.27,0.27,49,1.3,1.1,200,52,48
2234,0.00,-0.27,0.27,49,1.3,1.1,200,52,48
2235,0.00,-0.27,0.27,49,1.3,1.1,250,52,48
2236,0.00,-0.27,0.27,49,1.3,1.1,250,52,48
2237,0.00,-0.27,0.27,49,1.3,1.1,100,52,48
2238,0.00,-0.27,0.27,49,1.3,1.1,100,52,48
2239,0.00,-0.27,0.27,49,1.3,1.1,150,52,48
2240,0.00,-0.27,0.27,49,1.3,1.1,150,52,48
2241,0.00,-0.27,0.27,49,1.4,1.1,50,52,48
2242,0.00,-0.27,0.27,49,1.4,1.1,50,52,48
2243,0.00,-0.27,0.27,49,1.4,1.1,200,52,48
2244,0.00,-0.27,0.27,49,1.4,1.1,200,52,48
2245,0.00,-0.27,0.27,49,1.4,1.1,250,52,48
2246,0.00,-0.27,0.27,49,1.4,1.1,250,52,48
2247,0.00,-0.27,0.27,49,1.4,1.1,100,52,48
2248,0.00,-0.27,0.27,49,1.4,1.1,100,52,48
2249,0.00,-0.27,0.27,49,1.4,1.1,150,52,48
2250,0.00,-0.27,0.27,49,1.4,1.1,150,52,48
2251,0.00,-0.27,0.27,49,1.5,1.1,50,52,48
2252,0.00,-0.27,0.27,49,1.5,1.1,50,52,48
2253,0.00,-0.27,0.27,49,1.5,1.1,200,52,48
2254,0.00,-0.27,0.27,49,1.5,1.1,200,52,48
2255,0.00,-0.27,0.27,49,1.5,1.1,250,52,48
2256,0.00,-0.27,0.27,49,1.5,1.1,250,52,48
2257,0.00,-0.27,0.27,49,1.5,1.1,100,52,48
2258,0.00,-0.27,0.27,49,1.5,1.1,100,52,48
2259,0.00,-0.27,0.27,49,1.5,1.1,150,52,48
2260,0.00,-0.27,0.27,49,1.5,1.1,150,52,48
2261,0.00,-0.27,0.27,49,1.6,1.1,50,52,48
2262,0.00,-0.27,0.27,49,1.6,1.1,50,52,48
2263,0.00,-0.27,0.27,49,1.6,1.1,200,52,48
2264,0.00,-0.27,0.27,49,1.6,1.1,200,52,48
2265,0.00,-0.27,0.27,49,1.6,1.1,250,52,48
2266,0.00,-0.27,0.27,49,1.6,1.1,250,52,48
2267,0.00,-0.27,0.27,49,1.6,1.1,100,52,48
2268,0.00,-0.27,0.27,49,1.6,1.1,100,52,48
2269,0.00,-0.27,0.27,49,1.6,1.1,150,52,48
2270,0.00,-0.27,0.27,49,1.6,1.1,150,52,48
2271,0.00,-0.30,0.30,39,0.9,1.0,50,55,45
2272,0.00,-0.30,0.30,39,0.9,1.0,50,55,45
2273,0.00,-0.30,0.30,39,0.9,1.0,200,55,45
2274,0.00,-0.30,0.30,39,0.9,1.0,200,55,45
2275,0.00,-0.30,0.30,39,0.9,1.0,250,55,45
2276,0.00,-0.30,0.30,39,0.9,1.0,250,55,45
2277,0.00,-0.30,0.30,39,0.9,1.0,100,55,45
2278,0.00,-0.30,0.30,39,0.9,1.0,100,55,45
2279,0.00,-0.30,0.30,39,0.9,1.0,150,55,45
2280,0.00,-0.30,0.30,39,0.9,1.0,150,55,45
2281,0.00,-0.30,0.30,39,1.0,1.0,50,55,45
2282,0.00,-0.30,0.30,39,1.0,1.0,50,55,45
2283,0.00,-0.30,0.30,39,1.0,1.0,200,55,45
2284,0.00,-0.30,0.30,39,1.0,1.0,200,55,45
2285,0.00,-0.30,0.30,39,1.0,1.0,250,55,45
2286,0.00,-0.30,0.30,39,1.0,1.0,250,55,45
2287,0.00,-0.30,0.30,39,1.0,1.0,100,55,45
2288,0.00,-0.30,0.30,39,1.0,1.0,100,55,45
2289,0.00,-0.30,0.30,39,1.0,1.0,150,55,45
2290,0.00,-0.30,0.30,39,1.0,1.0,150,55,45
2291,0.00,-0.30,0.30,39,1.1,1.0,50,55,45
2292,0.00,-0.30,0.30,39,1.1,1.0,50,55,45
2293,0.00,-0.30,0.30,39,1.1,1.0,200,55,45
2294,0.00,-0.30,0.30,39,1.1,1.0,200,55,45
2295,0.00,-0.30,0.30,39,1.1,1.0,250,55,45
2296,0.00,-0.30,0.30,39,1.1,1.0,250,55,45
2297,0.00,-0.30,0.30,39,1.1,1.0,100,55,45
2298,0.00,-0.30,0.30,39,1.1,1.0,100,55,45
2299,0.00,-0.30,0.30,39,1.1,1.0,150,55,45
2300,0.00,-0.30,0.30,39,1.1,1.0,150,55,45
2301,0.00,-0.30,0.30,39,1.2,1.0,50,55,45
2302,0.00,-0.30,0.30,39,1.2,1.0,50,55,45
2303,0.00,-0.30,0.30,39,1.2,1.0,200,55,45
2304,0.00,-0.30,0.30,39,1.2,1.0,200,55,45
2305,0.00,-0.30,0.30,39,1.2,1.0,250,55,45
2306,0.00,-0.30,0.30,39,1.2,1.0,250,55,45
2307,0.00,-0.30,0.30,39,1.2,1.0,100,55,45
2308,0.00,-0.30,0.30,39,1.2,1.0,100,55,45
2309,0.00,-0.30,0.30,39,1.2,1.0,150,55,45
2310,0.00,-0.30,0.30,39,1.2,1.0,150,55,45
2311,0.00,-0.30,0.30,39,1.2,1.0,50,55,45
2312,0.00,-0.30,0.30,39,1.2,1.0,50,55,45
2313,0.00,-0.30,0.30,39,1.2,1.0,200,55,45
2314,0.00,-0.30,0.30,39,1.2,1.0,200,55,45
2315,0.00,-0.30,0.30,39,1.2,1.0,250,55,45
2316,0.00,-0.30,0.30,39,1.2,1.0,250,55,45
2317,0.00,-0.30,0.30,39,1.2,1.0,100,55,45
2318,0.00,-0.30,0.30,39,1.2,1.0,100,55,45
2319,0.00,-0.30,0.30,39,1.2,1.0,150,55,45
2320,0.00,-0.30,0.30,39,1.2,1.0,150,55,45
2321,0.00,-0.30,0.30,39,1.3,1.0,50,55,45
2322,0.00,-0.30,0.30,39,1.3,1.0,50,55,45
2323,0.00,-0.30,0.30,39,1.3,1.0,200,55,45
2324,0.00,-0.30,0.30,39,1.3,1.0,200,55,45
2325,0.00,-0.30,0.30,39,1.3,1.0,250,55,45
2326,0.00,-0.30,0.30,39,1.3,1.0,250,55,45
2327,0.00,-0.30,0.30,39,1.3,1.0,100,55,45
2328,0.00,-0.30,0.30,39,1.3,1.0,100,55,45
2329,0.00,-0.30,0.30,39,1.3,1.0,150,55,45
2330,0.00,-0.30,0.30,39,1.3,1.0,150,55,45
2331,0.00,-0.30,0.30,39,1.4,1.0,50,55,45
2332,0.00,-0.30,0.30,39,1.4,1.0,50,55,45
2333,0.00,-0.30,0.30,39,1.4,1.0,200,55,45
2334,0.00,-0.30,0.30,39,1.4,1.0,200,55,45
2335,0.00,-0.30,0.30,39,1.4,1.0,250,55,45
2336,0.00,-0.30,0.30,39,1.4,1.0,250,55,45
2337,0.00,-0.30,0.30,39,1.4,1.0,100,55,45
2338,0.00,-0.30,0.30,39,1.4,1.0,100,55,45
2339,0.00,-0.30,0.30,39,1.4,1.0,150,55,45
2340,0.00,-0.30,0.30,39,1.4,1.0,150,55,45
2341,0.00,-0.30,0.30,39,1.5,1.0,50,55,45
2342,0.00,-0.30,0.30,39,1.5,1.0,50,55,45
2343,0.00,-0.30,0.30,39,1.5,1.0,200,55,45
2344,0.00,-0.30,0.30,39,1.5,1.0,200,55,45
2345,0.00,-0.30,0.30,39,1.5,1.0,250,55,45
2346,0.00,-0.30,0.30,39,1.5,1.0,250,55,45
2347,0.00,-0.30,0.30,39,1.5,1.0,100,55,45
2348,0.00,-0.30,0.30,39,1.5,1.0,100,55,45
2349,0.00,-0.30,0.30,39,1.5,1.0,150,55,45
2350,0.00,-0.30,0.30,39,1.5,1.0,150,55,45
2351,0.00,-0.30,0.30,39,1.6,1.0,50,55,45
2352,0.00,-0.30,0.30,39,1.6,1.0,50,55,45
2353,0.00,-0.30,0.30,39,1.6,1.0,200,55,45
2354,0.00,-0.30,0.30,39,1.6,1.0,200,55,45
2355,0.00,-0.30,0.30,39,1.6,1.0,250,55,45
2356,0.00,-0.30,0.30,39,1.6,1.0,250,55,45
2357,0.00,-0.30,0.30,39,1.6,1.0,100,55,45
2358,0.00,-0.30,0.30,39,1.6,1.0,100,55,45
2359,0.00,-0.30,0.30,39,1.6,1.0,150,55,45
2360,0.00,-0.30,0.30,39,1.6,1.0,150,55,45
2361,0.00,-0.33,0.33,49,1.3,1.0,50,52,48
2362,0.00,-0.33,0.33,49,1.3,1.0,50,52,48
2363,0.00,-0.33,0.33,49,1.3,1.0,200,52,48
2364,0.00,-0.33,0.33,49,1.3,1.0,200,52,48
2365,0.00,-0.33,0.33,49,1.3,1.0,250,52,48
2366,0.00,-0.33,0.33,49,1.3,1.0,250,52,48
2367,0.00,-0.33,0.33,49,1.3,1.0,100,52,48
2368,0.00,-0.33,0.33,49,1.3,1.0,100,52,48
2369,0.00,-0.33,0.33,49,1.3,1.0,150,52,48
2370,0.00,-0.33,0.33,49,1.3,1.0,150,52,48
2371,0.00,-0.33,0.33,49,1.4,1.0,50,52,48
2372,0.00,-0.33,0.33,49,1.4,1.0,50,52,48
2373,0.00,-0.33,0.33,49,1.4,1.0,200,52,48
2374,0.00,-0.33,0.33,49,1.4,1.0,200,52,48
2375,0.00,-0.33,0.33,49,1.4,1.0,250,52,48
2376,0.00,-0.33,0.33,49,1.4,1.0,250,52,48
2377,0.00,-0.33,0.33,49,1.4,1.0,100,52,48
2378,0.00,-0.33,0.33,49,1.4,1.0,100,52,48
2379,0.00,-0.33,0.33,49,1.4,1.0,150,52,48
2380,0.00,-0.33,0.33,49,1.4,1.0,150,52,48
2381,0.00,-0.33,0.33,49,1.5,1.0,50,52,48
2382,0.00,-0.33,0.33,49,1.5,1.0,50,52,48
2383,0.00,-0.33,0.33,49,1.5,1.0,200,52,48
2384,0.00,-0.33,0.33,49,1.5,1.0,200,52,48
2385,0.00,-0.33,0.33,49,1.5,1.0,250,52,48
2386,0.00,-0.33,0.33,49,1.5,1.0,250,52,48
2387,0.00,-0.33,0.33,49,1.5,1.0,100,52,48
2388,0.00,-0.33,0.33,49,1.5,1.0,100,52,48
2389,0.00,-0.33,0.33,49,1.5,1.0,150,52,48
2390,0.00,-0.33,0.33,49,1.5,1.0,150,52,48
2391,0.00,-0.33,0.33,49,1.6,1.0,50,52,48
2392,0.00,-0.33,0.33,49,1.6,1.0,50,52,48
2393,0.00,-0.33,0.33,49,1.6,1.0,200,52,48
2394,0.00,-0.33,0.33,49,1.6,1.0,200,52,48
2395,0.00,-0.33,0.33,49,1.6,1.0,250,52,48
2396,0.00,-0.33,0.33,49,1.6,1.0,250,52,48
2397,0.00,-0.33,0.33,49,1.6,1.0,100,52,48
2398,0.00,-0.33,0.33,49,1.6,1.0,100,52,48
2399,0.00,-0.33,0.33,49,1.6,1.0,150,52,48
2400,0.00,-0.33,0.33,49,1.6,1.0,150,52,48
