trade,equity
1,9950.0
2,10012.19
3,9962.13
4,9912.32
5,9974.27
6,10036.61
7,10099.34
8,10048.84
9,10111.64
10,10061.09
11,10010.78
12,10073.35
13,10022.98
14,10085.63
15,10035.2
16,9985.02
17,9935.1
18,9997.19
19,9947.2
20,9897.47
21,9847.98
22,9909.53
23,9971.47
24,10033.79
25,9983.62
26,10046.02
27,10108.8
28,10058.26
29,10121.12
30,10184.38
31,10133.46
32,10082.79
33,10032.38
34,10095.08
35,10158.17
36,10221.66
37,10170.55
38,10119.7
39,10069.1
40,10132.03
41,10081.37
42,10030.97
43,10093.66
44,10043.19
45,10105.96
46,10169.13
47,10118.28
48,10181.52
49,10130.61
50,10079.96
51,10142.96
52,10092.24
53,10155.32
54,10218.79
55,10282.66
56,10231.24
57,10180.09
58,10129.19
59,10192.5
60,10141.53
61,10090.83
62,10040.37
63,10103.12
64,10166.27
65,10115.44
66,10178.66
67,10127.76
68,10191.06
69,10254.76
70,10203.48
71,10267.26
72,10331.43
73,10396.0
74,10344.02
75,10408.67
76,10356.62
77,10421.35
78,10486.49
79,10552.03
80,10617.98
81,10684.34
82,10751.12
83,10697.36
84,10764.22
85,10831.5
86,10777.34
87,10844.7
88,10790.47
89,10857.91
90,10925.78
91,10871.15
92,10816.79
93,10884.4
94,10829.97
95,10897.66
96,10965.77
97,11034.31
98,11103.27
99,11047.76
100,10992.52
101,10937.55
102,10882.87
103,10950.88
104,11019.33
105,11088.2
106,11157.5
107,11227.23
108,11171.1
109,11115.24
110,11184.71
111,11128.79
112,11073.15
113,11142.35
114,11086.64
115,11155.93
116,11225.66
117,11169.53
118,11239.34
119,11183.14
120,11127.23
121,11196.77
122,11140.79
123,11210.42
124,11280.48
125,11224.08
126,11294.23
127,11364.82
128,11307.99
129,11378.67
130,11449.79
131,11392.54
132,11463.74
133,11406.42
134,11349.39
135,11292.64
136,11236.18
137,11180.0
138,11249.87
139,11320.19
140,11390.94
141,11333.98
142,11277.31
143,11347.8
144,11291.06
145,11361.63
146,11432.64
147,11375.47
148,11318.6
149,11389.34
150,11460.52
151,11403.22
152,11346.2
153,11417.11
154,11488.47
155,11431.03
156,11373.87
157,11444.96
158,11387.74
159,11458.91
160,11530.53
161,11472.87
162,11415.51
163,11486.86
164,11558.65
165,11500.86
166,11443.35
167,11386.14
168,11329.21
169,11400.01
170,11471.26
171,11413.91
172,11485.24
173,11557.03
174,11499.24
175,11441.75
176,11384.54
177,11327.61
178,11270.98
179,11214.62
180,11284.71
181,11228.29
182,11172.15
183,11241.97
184,11312.24
185,11382.94
186,11326.02
187,11269.39
188,11339.83
189,11283.13
190,11353.65
191,11296.88
192,11367.48
193,11438.53
194,11510.02
195,11452.47
196,11395.21
197,11466.43
198,11538.09
199,11610.21
200,11552.16
201,11624.36
202,11697.01
203,11638.52
204,11711.26
205,11652.71
206,11594.44
207,11536.47
208,11608.58
209,11681.13
210,11622.72
211,11695.37
212,11768.46
213,11842.01
214,11782.8
215,11723.89
216,11797.16
217,11870.9
218,11811.54
219,11885.36
220,11959.65
221,11899.85
222,11840.35
223,11781.15
224,11722.24
225,11663.63
226,11605.31
227,11677.85
228,11750.83
229,11692.08
230,11633.62
231,11706.33
232,11779.49
233,11720.6
234,11793.85
235,11734.88
236,11808.22
237,11882.03
238,11956.29
239,11896.51
240,11837.02
241,11911.01
242,11985.45
243,11925.52
244,12000.06
245,11940.06
246,12014.68
247,12089.77
248,12165.33
249,12241.37
250,12317.88
251,12256.29
252,12332.89
253,12409.97
254,12487.53
255,12565.58
256,12644.11
257,12580.89
258,12517.99
259,12596.23
260,12674.95
261,12611.58
262,12548.52
263,12485.78
264,12423.35
265,12500.99
266,12579.13
267,12516.23
268,12453.65
269,12531.48
270,12468.83
271,12406.48
272,12484.02
273,12562.05
274,12499.24
275,12436.74
276,12374.56
277,12451.9
278,12389.64
279,12467.07
280,12404.74
281,12482.27
282,12419.86
283,12357.76
284,12434.99
285,12372.82
286,12310.95
287,12249.4
288,12325.96
289,12264.33
290,12340.98
291,12418.11
292,12356.02
293,12294.24
294,12371.08
295,12448.4
296,12386.16
297,12463.57
298,12541.47
299,12478.76
300,12556.75
