rank,PF(avg),return%(avg),maxDD%(avg),trades(total),KTP,KSL,TREND,RSI_UP,RSI_DN
555,0.00,-1.55,1.55,43,2.0,0.8,150,58,42
556,0.00,-1.55,1.55,43,2.0,0.8,200,58,42
557,0.00,-1.60,1.60,45,1.0,0.8,0,55,45
558,0.00,-1.60,1.60,45,1.0,0.8,100,55,45
559,0.00,-1.60,1.60,45,1.0,0.8,150,55,45
560,0.00,-1.60,1.60,45,1.0,0.8,200,55,45
561,0.00,-1.60,1.60,45,1.2,0.8,0,55,45
562,0.00,-1.60,1.60,45,1.2,0.8,100,55,45
563,0.00,-1.60,1.60,45,1.2,0.8,150,55,45
564,0.00,-1.60,1.60,45,1.2,0.8,200,55,45
565,0.00,-1.60,1.60,45,1.4,0.8,0,55,45
566,0.00,-1.60,1.60,45,1.4,0.8,100,55,45
567,0.00,-1.60,1.60,45,1.4,0.8,150,55,45
568,0.00,-1.60,1.60,45,1.4,0.8,200,55,45
569,0.00,-1.60,1.60,45,1.6,0.8,0,55,45
570,0.00,-1.60,1.60,45,1.6,0.8,100,55,45
571,0.00,-1.60,1.60,45,1.6,0.8,150,55,45
572,0.00,-1.60,1.60,45,1.6,0.8,200,55,45
573,0.00,-1.60,1.60,45,1.8,0.8,0,55,45
574,0.00,-1.60,1.60,45,1.8,0.8,100,55,45
575,0.00,-1.60,1.60,45,1.8,0.8,150,55,45
576,0.00,-1.60,1.60,45,1.8,0.8,200,55,45
577,0.00,-1.60,1.60,45,2.0,0.8,0,55,45
578,0.00,-1.60,1.60,45,2.0,0.8,100,55,45
579,0.00,-1.60,1.60,45,2.0,0.8,150,55,45
580,0.00,-1.60,1.60,45,2.0,0.8,200,55,45
581,0.00,-1.80,1.80,50,1.2,0.8,0,52,48
582,0.00,-1.80,1.80,50,1.2,0.8,100,52,48
583,0.00,-1.80,1.80,50,1.2,0.8,150,52,48
584,0.00,-1.80,1.80,50,1.2,0.8,200,52,48
585,0.00,-1.80,1.80,50,1.4,0.8,0,52,48
586,0.00,-1.80,1.80,50,1.4,0.8,100,52,48
587,0.00,-1.80,1.80,50,1.4,0.8,150,52,48
588,0.00,-1.80,1.80,50,1.4,0.8,200,52,48
589,0.00,-1.80,1.80,50,1.6,0.8,0,52,48
590,0.00,-1.80,1.80,50,1.6,0.8,100,52,48
591,0.00,-1.80,1.80,50,1.6,0.8,150,52,48
592,0.00,-1.80,1.80,50,1.6,0.8,200,52,48
593,0.00,-1.80,1.80,50,1.8,0.8,0,52,48
594,0.00,-1.80,1.80,50,1.8,0.8,100,52,48
595,0.00,-1.80,1.80,50,1.8,0.8,150,52,48
596,0.00,-1.80,1.80,50,1.8,0.8,200,52,48
597,0.00,-1.80,1.80,50,2.0,0.8,0,52,48
598,0.00,-1.80,1.80,50,2.0,0.8,100,52,48
599,0.00,-1.80,1.80,50,2.0,0.8,150,52,48
600,0.00,-1.80,1.80,50,2.0,0.8,200,52,48
