trade,equity
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
0,10000.0
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
1,9969.59
2,9969.19
2,9969.19
2,9969.19
2,9969.19
2,9969.19
2,9969.19
2,9969.19
2,9969.19
2,9969.19
2,9969.19
2,9969.19
2,9969.19
3,9968.78
3,9968.78
3,9968.78
3,9968.78
3,9968.78
3,9968.78
3,9968.78
3,9968.78
4,9968.31
4,9968.31
4,9968.31
